ID,Plant Name,Latin Name,Water Level,Sunlight Level
5898,Sub-Alpine Larch,Larix lyallii,M,SN
5899,"Sweet Pea, Wild Pea,Vetchling",Lathyrus odoratus,M,SN
5900,"Slenderstem Peavine, Marsh pea",Lathyrus palustris,MWe,N
5901,,Lavandula dentata,DM,N
5902,,Legousia pentagonia,M,N
5903,Venus' Looking Glass,Legousia speculum-veneris,M,N
5904,Star Duckweed,Lemna trisulca,Wa,N
5905,"Shining Pepperweed, Howell's pepperweed",Lepidium nitidum,M,SN
5906,Spiderwort,Leucas cephalotes,M,SN
5907,"Sand Lily, Common starlily",Leucocrinum montanum,M,N
5908,Summer Snowflake,Leucojum aestivum,MWe,SN
5909,Spring Snowflake,Leucojum vernum,M,FS
5910,Shortsepal lewisia,Lewisia brachycalyx,M,N
5911,"Squaw Grass, Beardless wildrye",Leymus triticoides,DM,N
5912,"Scottish Lovage, Scottish licorice-root, Hulten's licorice-root",Ligusticum scoticum,DM,N
5913,"Swamp Lily, Turk's-cap lily, American Turk's Cap Lily",Lilium superbum,M,SN
5914,"Sea Lavender, Lavender thrift",Limonium carolinianum,DM,N
5915,"Sea Lavender, Mediterranean sea lavender, Common Privet",Limonium vulgare,DM,SN
5916,"Sweet Gum, Red Gum, American Sweet Gum, Red Sweet Gum,",Liquidambar styraciflua,M,N
5917,"Sweetberry honeysuckle, Bluefly honeysuckle, Haskap berry",Lonicera caerulea,M,N
5918,Seashore Lupine,Lupinus littoralis,M,N
5919,Sundial Lupine,Lupinus perennis,DM,N
5920,"Squawthorn, Torrey wolfberry",Lycium torreyi,DM,N
5921,Stiff Club Moss,Lycopodium annotinum,M,SN
5922,Shining Club Moss,Lycopodium lucidulum,M,FS
5923,"Spider Lily, Red spider lily, Nerine Lily, Short tube Lycoris",Lycoris radiata,M,N
5924,Spider Lily,Lycoris sanguinea,M,N
5925,"Skeleton Plant, Largeflower skeletonplant",Lygodesmia grandiflora,M,N
5926,"Skeleton Weed, Rush skeletonplant",Lygodesmia juncea,M,N
5927,Star Magnolia,Magnolia stellata,M,SN
5928,"Southern Crab, Southern crab apple",Malus angustifolia,M,SN
5929,"Sargent's apple, Sargent  Crabapple",Malus sargentii,M,SN
5930,Sweetclover,Melilotus suaveolens,DM,N
5931,Small bluebells,Mertensia longiflora,M,SN
5932,Spignel,Meum athamanticum,M,N
5933,Savory,Micromeria juliana,DM,N
5934,"Yam Daisy, Nodding microseris",Microseris nutans,M,N
5935,Sugarwood,Myoporum platycarpum,DM,N
5936,"Sweet Cicely, Anise",Myrrhis odorata,M,SN
5937,"Sacred Bamboo, Heavenly Bamboo",Nandina domestica,M,N
5938,Shoo Fly,Nicandra physaloides,M,N
5939,Snake-Needle Grass,Oldenlandia diffusa,M,S
5940,Sensitive Fern,Onoclea sensibilis,MWe,FS
5941,"Scotch Thistle, Scotch cottonthistle",Onopordum acanthium,DM,SN
5942,"Snake's Beard, Dwarf lilyturf, Mondo Grass, Monkey Grass,  Dwarf Lilyturf",Ophiopogon japonicus,MWeWa,SN
5943,Sawfly Orchid,Ophrys tenthredinifera,M,SN
5944,"Star Of Bethlehem, Dove's Dung",Ornithogalum umbellatum,M,SN
5945,"Serradella, Common bird's-foot",Ornithopus sativus,M,SN
5946,,Osmanthus delavayi,DM,SN
5947,Sauer Klee,Oxalis adenophylla,M,SN
5948,Scurvy Grass,Oxalis enneaphylla,DM,N
5949,Shrubby woodsorrel,Oxalis frutescens,DM,N
5950,"Sorrel Tree, Sourwood",Oxydendrum arboreum,M,SN
5951,Sea Daffodil,Pancratium maritimum,DM,N
5952,"Sauwi, Mexican panicgrass",Panicum sonorum,DM,N
5953,Swamp Lousewort,Pedicularis lanceolata,M,SN
5954,"Syrian Rue, Harmal peganum",Peganum harmala,DM,N
5955,"Sand-Dune Penstemon, Sharpleaf penstemon",Penstemon acuminatus,DM,N
5956,"Small-Flowered Penstemon, Littleflower penstemon, Pincushion beardtongue,  Tolmie's penstemon",Penstemon procerus,DM,SN
5957,"Squaw Apple, Wild crab apple",Peraphyllum ramosissimum,DM,N
5958,Silk Vine,Periploca graeca,M,N
5959,"Sweet Butterbur, Golden Palms Coltsfoot, Sweet Coltsfoot, Butterbur",Petasites palmatus,MWe,FSN
5960,"Small Canary Grass, Littleseed canarygrass",Phalaris minor,MWe,N
5961,"Surf Grass, Scouler's surfgrass",Phyllospadix scouleri,WeWa,N
5962,"Sea Grass, Torrey's surfgrass",Phyllospadix torreyi,WeWa,N
5963,Stone Bamboo,Phyllostachys angusta,M,SN
5964,Sweetshoot Bamboo,Phyllostachys dulcis,M,SN
5965,Sharp-Leaf Ground Cherry,Physalis acutifolia,M,SN
5966,Southwestern groundcherry,Physalis caudella,M,N
5967,"Sunberry, Pygmy groundcherry",Physalis minima,DM,SN
5968,"Sticky Ground Cherry, Starhair groundcherry",Physalis viscosa,DM,SN
5969,Sharpleaf groundcherry,Physalis wrightii,M,N
5970,Spiked Rampion,Phyteuma spicatum,M,SN
5971,Sakhalin Spruce,Picea glehnii,MWe,N
5972,Serbian Spruce,Picea omorika,MWe,N
5973,"Swiss Stone Pine, Swiss Pine,  Arolla Pine",Pinus cembra,DM,SN
5974,Short-Leaf Pine,Pinus echinata,DM,N
5975,Sugar Pine,Pinus lambertiana,DM,N
5976,"Smooth-Leaf Pine, Chihuahuan pine",Pinus leiophylla,DM,N
5977,"Soledad Pine, Torrey pine, Santa Cruz Island Torrey pine, Soledad pine, Torrey  pine",Pinus torreyana,DM,N
5978,"Scrub Pine, Virginia pine, Jersey Pine,",Pinus virginiana,DM,N
5979,Sugar Pea,Pisum sativum macrocarpon,M,N
5980,"Sea Plantain, Goose tongue, California goose tongue",Plantago maritima,M,N
5981,Small Solomon's Seal,Polygonatum biflorum,M,FS
5982,Swamp Cottonwood,Populus heterophylla,M,N
5983,"Simon poplar, Chinese Poplar",Populus simonii,M,N
5984,Sugar Bush,Protea mellifera,DM,N
5985,Sugar Bush,Protea repens,DM,N
5986,"Self-Heal, Common selfheal, Aleutian selfheal, Lance selfheal",Prunella vulgaris,M,SN
5987,Sour Cherry,Prunus cerasus,M,SN
5988,"Sour Plum, Oklahoma plum",Prunus gracilis,DM,N
5989,"Sand cherry, Rocky Mountain cherry",Prunus pumila besseyi,DM,SN
5990,Sargent Cherry,Prunus sargentii,M,SN
5991,"Slender Scurfy Pea, Slimflower scurfpea",Psoralea tenuiflora,DM,N
5992,Snow Pear,Pyrus nivalis,DM,SN
5993,Swamp White Oak,Quercus bicolor,MWe,SN
5994,Scarlet Oak,Quercus coccinea,M,SN
5995,"Southern Red Oak, Cherrybark Oak, Spanish Oak, Southern Red Oak",Quercus falcata,M,SN
5996,"Shingle Oak,  Northern Laurel Oak",Quercus imbricaria,M,SN
5997,Swamp Chestnut Oak,Quercus michauxii,MWe,SN
5998,"Sandpaper Oak, Pungent oak",Quercus pungens,M,SN
5999,"Soap-Bark Tree, Soapbark",Quillaja saponaria,M,N
6000,Thatch palm,Raphia palma-pinus,MWe,SN
6001,Spiny Saltbush,Rhagodia spinescens,M,N
6002,Sikkim Rhubarb,Rheum nobile,M,SN
6003,,Rhodiola tibetica,DM,N
6004,Smooth Sumach,Rhus glabra,DM,N
6005,"Sugar Bush, Sugar sumac",Rhus ovata,DM,N
6006,Stink Currant,Ribes bracteosum,M,N
6007,Siberian currant,Ribes diacanthum,M,SN
6008,Sticky Currant,Ribes viscosissimum,M,SN
6009,Supple Jack,Ripogonum scandens,M,S
6010,Smallflower sweetbrier,Rosa micrantha,M,SN
6011,"Sweet Chestnut Rose, Chestnut rose",Rosa roxburghii,M,SN
6012,Sweginzow's rose,Rosa sweginzowii,M,SN
6013,Sand Blackberry,Rubus cuneifolius,M,SN
6014,Sawtooth blackberry,Rubus floridus,M,SN
6015,"Swamp Dewberry, Bristly dewberry",Rubus hispidus,M,SN
6016,Spreading dewberry,Rubus jacens,DM,SN
6017,Sawtooth blackberry,Rubus louisianus,M,SN
6018,Silver Creek blackberry,Rubus parcifrondifer,M,SN
6019,Stone Bramble,Rubus saxatilis,M,SN
6020,Salmonberry,Rubus spectabilis,M,SN
6021,Southern Dewberry,Rubus trivialis,M,SN
6022,Spinach Rhubarb,Rumex abyssinicus,M,SN
6023,"Sheeps Sorrel, Common sheep sorrel",Rumex acetosella,M,SN
6024,Swamp Dock,Rumex brownii,M,SN
6025,"Sour Greens, Veiny dock",Rumex venosus,M,SN
6026,Scrub Palmetto,Sabal etonia,M,N
6027,,Sabatia elliotii,M,SN
6028,stickystem pearlwort,Sagina maxima,M,SN
6029,Short-Beaked Arrow Leaf,Sagittaria brevirosta,WeWa,N
6030,"Wapato, arumleaf arrowhead",Sagittaria cuneata,WeWa,N
6031,"Chinese Arrowhead, Grassy Arrowhead, Weatherby's arrowhead",Sagittaria graminea,WeWa,SN
6032,Sessile-Fruited Arrowhead,Sagittaria rigida,WeWa,N
6033,"Salak Palm, Snake Palm",Salacca zalacca,M,SN
6034,Chicken Claws,Salicornia quinqueflora,M,SN
6035,Virginia Glasswort,Salicornia virginica,M,N
6036,Sharp-Leaf Willow,Salix acutifolia,MWe,N
6037,,Salix aegyptiaca,MWe,N
6038,,Salix appendiculata,MWe,N
6039,"Weeping Willow, Babylon Weeping Willow",Salix babylonica,MWe,N
6040,shortfruit willow,Salix brachycarpa,MWe,N
6041,,Salix decipiens,MWe,N
6042,"Coyote Willow, Narrowleaf willow",Salix exigua,MWe,N
6043,"Shining Willow, Greenleaf willow",Salix lucida,MWe,N
6044,,Salix nipponica,MWe,N
6045,Slender Willow. Meadow willow,Salix petiolaris,MWe,N
6046,Tealeaf Willow,Salix pulchra,MWe,N
6047,Scouler's Willow,Salix scouleriana,MWe,N
6048,Sitka Willow,Salix sitchensis,MWe,N
6049,Salix sungkianica,Salix sungkianika,MWe,N
6050,,Salix wallichiana,MWe,N
6051,Salix × mollisima var. undulata,Salix x mollisima undulata,MWe,N
6052,"Silky-leaved Osier, Smith Willow",Salix x smithiana,MWe,N
6053,"Saltwort, Russian thistle",Salsola kali,DM,N
6054,,Salsola komarovii,DM,N
6055,Spanish Sage,Salvia lavandulifolia,DM,N
6056,"Sage, Kitchen sage, Small Leaf Sage, Garden  Sage",Salvia officinalis,DM,N
6057,Wild Clary,Salvia verbenaca,DM,N
6058,"Clary, Annual clary",Salvia viridis,DM,N
6059,Chinese Elder,Sambucus chinensis,M,SN
6060,,Sambucus racemosa sieboldiana,M,SN
6061,"Thin-Leaf Brookweed, seaside brookweed",Samolus valerandi parviflorus,MWeWa,N
6062,,Sanguisorba stipulata,MWe,SN
6063,Cotton Lavender,Santolina chamaecyparissus,DM,N
6064,,Santolina pinnata neopolitana,DM,N
6065,Western Soapberry,Sapindus drummondii,DM,N
6066,Wingleaf soapberry,Sapindus marginatus,DM,N
6067,"Chinese Soapberry, Soap Berry, Chinese Soapberry, Soapnut Tree",Sapindus mukorossi,DM,N
6068,"Soapberry, Wild Chinaberry, Florida Soap Berry, Soap Nut, Soap Tree",Sapindus saponaria,DM,N
6069,"Utah Pickleweed,Utah Swampfire",Sarcocornia utahensis,M,SN
6070,,Sasa cernua,M,S
6071,,Sasa senanensis,M,S
6072,,Sasamorpha borealis,M,S
6073,"Sassafras, Common Sassafras",Sassafras albidum,M,SN
6074,Summer Savory,Satureja hortensis,DM,N
6075,Winter Savory,Satureja montana,DM,N
6076,Creeping Savory,Satureja spicigera,DM,N
6077,"Sweet Leaf, Sweetleaf Bush, Katuk",Sauropus androgynus,DM,SN
6078,"Swamp Lily, Lizard's Tail",Saururus cernuus,WeWa,SN
6079,,Saururus chinensis,WeWa,SN
6080,Costus,Saussurea costus,M,SN
6081,,Saussurea pulchella,M,SN
6082,Saxifrage,Saxifraga fortunei,M,S
6083,Spiked Saxifrage,Saxifraga spicata,MWe,SN
6084,"Strawberry Saxifrage, Creeping Saxifrage, Strawberry Geranium, Strawberry Begonia",Saxifraga stolonifera,M,S
6085,,Scabiosa fischeri,DM,SN
6086,Shepherd's Needle,Scandix pecten-veneris,M,N
6087,,Schisandra repanda,M,S
6088,,Schisandra rubriflora,M,S
6089,Clumping Bamboo,Schizostachyum spp,M,SN
6090,,Scilla scilloides,M,SN
6091,"Woolly Grass Bulrush, Woolgrass",Scirpus cyperinus,MWeWa,SN
6092,Seaside Bulrush. Cosmopolitan Bulrush,Scirpus maritimus,MWeWa,N
6093,Soft-Stem Bulrush,Scirpus validus creber,MWeWa,SN
6094,common goldenthistle,Scolymus grandiflorus,DM,SN
6095,"Spanish Salsify, Common Goldenthistle",Scolymus hispanicus,DM,SN
6096,Spotted Golden Thistle,Scolymus maculatus,DM,SN
6097,"Sweet Broom, Licorice Weed, Vassourinha",Scoparia dulcis,M,N
6098,,Scorpiurus vermiculatus,DM,SN
6099,,Scorzonera austriaca,DM,N
6100,Scorzonera,Scorzonera hispanica,M,SN
6101,,Scorzonera undulata deliciosa,DM,N
6102,,Scorzonera virgata,DM,N
6103,,Scrophularia ningpoensis,M,SN
6104,"Water Betony, Water figwort",Scrophularia umbrosa,MWe,SN
6105,,Secale strictum kuprijanovii,M,N
6106,,Secale sylvestre,M,N
6107,,Secale vavilovii,M,N
6108,,Securinega suffruticosa,M,SN
6109,Sedum,Sedum aizoon,DM,N
6110,"Small Houseleek, White stonecrop, Sedum, Stonecrop",Sedum album,DM,N
6111,Stonecrop,Sedum forsterianum,DM,N
6112,,Sedum japonicum,DM,N
6113,"Spearleaf Stonecrop, Subalpine stonecrop",Sedum lanceolatum,DM,N
6114,"Stonecrop, Sedum",Sedum makinoi,DM,N
6115,Crooked Yellow Stonecrop,Sedum rupestre,DM,SN
6116,stringy stonecrop,Sedum sarmentosum,DM,N
6117,,Sedum sediforme,M,N
6118,Wormleaf Stonecrop,Sedum stenopetalum,DM,N
6119,"Stolon stonecrop, Sedum",Sedum stoloniferum,DM,N
6120,Woodland stonecrop or Wild stonecrop,Sedum ternatum,DM,FSN
6121,"Cineraria, Dusty miller, Silver Groundsel",Senecio cineraria,DM,N
6122,,Senecio pierotii,M,N
6123,"Sticky Groundsel, Sticky ragwort",Senecio viscosus,DM,N
6124,"Siamese Senna, Kassod Tree",Senna siamea,M,SN
6125,,Serratula coronata,M,N
6126,Sesame,Sesamum indicum,M,N
6127,"Seraya majau, Meranti majau",Shorea johorensis,M,N
6128,common catchfly,Silene gallica,DM,SN
6129,"White Campion,  Bladder campion",Silene latifolia,M,N
6130,,Sinomenium acutum,M,SN
6131,"Tumble Mustard, Tall tumblemustard",Sisymbrium altissimum,DM,SN
6132,Small tumbleweed mustard,Sisymbrium loeselii,DM,SN
6133,"Skirret, Suikerwortel (Netherlands), Crummock (Scotland),  Zuckewurzel (Germany)",Sium sisarum,M,SN
6134,"Water Parsnip, Hemlock waterparsnip",Sium suave,MWe,N
6135,,Skimmia laureola,M,SN
6136,,Smilacina purpurea,M,FS
6137,"Sarsaparilla, Rough bindweed",Smilax aspera,M,SN
6138,,Smilax discotis,M,SN
6139,Sarsparilla,Smilax glyciphylla,M,SN
6140,,Smilax trinervula,M,SN
6141,Sierra Leone Bologi,Solanecio biafrae,M,SN
6142,,Solanum boreale,M,N
6143,,Solanum boyacense,M,N
6144,,Solanum luteum,M,SN
6145,Sunberry,Solanum retroflexum,M,N
6146,Sticky Nightshade,Solanum sisymbriifolium,M,SN
6147,Canadian Goldenrod,Solidago canadensis scabra,M,SN
6148,,Solidago japonica,M,SN
6149,"Sweet Goldenrod, Anisescented goldenrod, Chapman's goldenrod",Solidago odora,DM,SN
6150,"Coast Goldenrod, Creeping Goldenrod",Solidago spathulata,M,SN
6151,Shore Sow Thistle,Sonchus kirkii,M,SN
6152,"Sow Thistle, Common sowthistle",Sonchus oleraceus,M,N
6153,Sophora,Sophora davidii,DM,N
6154,Silky Sophora,Sophora sericea,DM,N
6155,Showy Mountain Ash,Sorbus decora,M,SN
6156,Service Tree,Sorbus domestica,M,SN
6157,"Swedish Service Tree, Oakleaf mountain ash",Sorbus hybrida,M,SN
6158,Swedish Whitebeam,Sorbus intermedia,M,SN
6159,,Sorbus mougeotii,M,SN
6160,Siberian mountain ash,Sorbus sambucifolia,M,SN
6161,"Western Mountain Ash, Greene's mountain ash, Cascade mountain ash",Sorbus scopulina,M,SN
6162,"Sitka Mountain Ash, Western mountain ash",Sorbus sitchensis,M,SN
6163,,Sorbus vestita,M,SN
6164,"Sorghum, Common wild sorghum, Grain sorghum, Sudangrass",Sorghum bicolor,DM,N
6165,Corn Spurrey,Spergula arvensis,M,N
6166,Singapore daisy,Sphagneticola trilobata,DM,SN
6167,Sphagnum Moss,Sphagnum cymbilifolium,M,SN
6168,Spinach,Spinacia oleracea,M,SN
6169,White Meadowsweet,Spiraea alba,M,SN
6170,,Spiraea betulifolia aemiliana,M,N
6171,,Spiraea canescens,M,SN
6172,"Steeplebush, Rose spirea, Menzies' spirea",Spiraea douglasii,M,SN
6173,,Spiraea nervosa angustifolia,M,N
6174,Spirea,Spiraea pyramidata,M,SN
6175,Spike Dropseed,Sporobolus contractus,M,N
6176,Sand Dropseed,Sporobolus cryptandrus,DM,N
6177,"Smut Grass, Rat-tail grass, West Indian dropseed",Sporobolus indicus,DM,N
6178,,Sporobolus pallidus,DM,N
6179,"Chinese Artichoke, Artichoke betony",Stachys affinis,M,SN
6180,"Wood Betony, Common hedgenettle, Betony, Woundwort",Stachys officinalis,M,SN
6181,,Stanleya wrightii,DM,N
6182,,Stellaria diversiflora,M,SN
6183,Queen's Delight,Stillingia sylvatica,M,SN
6184,Sleepy Grass,Stipa vaseyi,M,SN
6185,"Wild Cucumber, Claspleaf twistedstalk, Tubercle twistedstalk",Streptopus amplexifolius,M,FS
6186,"Scootberry, Rosybells",Streptopus roseus,M,FS
6187,Small twistedstalk,Streptopus streptopoides,M,FS
6188,Clearing Nut,Strychnos potatorum,DM,FS
6189,Storax Tree,Styrax officinalis,M,SN
6190,Seablite,Suaeda australis,M,SN
6191,Shrubby Seablite,Suaeda fruticosa,M,N
6192,"Southern Sea Blite, Annual seepweed",Suaeda linearis,M,N
6193,"Sea Blite, Herbaceous seepweed,  Rich's seepweed",Suaeda maritima,M,N
6194,Wamara,Swartzia benthamiana,M,SN
6195,Swartzia,Swartzia ingifolia,M,N
6196,Snowberry,Symphoricarpos albus laevigatus,DM,FSN
6197,"Wolfberry, Western snowberry",Symphoricarpos occidentalis,DM,FSN
6198,Coralberry,Symphoricarpos orbiculatus,DM,FSN
6199,,Symplocos sumuntia,M,N
6200,"Sweet Leaf, Common sweetleaf",Symplocos tinctoria,M,SN
6201,,Synurus deltoides,M,N
6202,,Synurus excelsus,M,N
6203,,Synurus palmatopinnatifidus,M,N
6204,Tachigali,Tachigali rubiginosa,M,N
6205,Yellow pimpernel,Taenidia integerrima,DM,SN
6206,"Tahitian Spinach, Waterleaf, Ceylon Spinach",Talinum fruticosum,DM,SN
6207,Small-Flowered Tamarisk,Tamarix parviflora,DM,N
6208,"Swamp Cypress, Bald cypress, Common Bald Cypress",Taxodium distichum,MWeWa,SN
6209,,Tephroseris integrifolia,M,N
6210,Shinglewood,Terminalia superba,M,N
6211,Stiff greenthread,Thelesperma trifidum,DM,N
6212,"Small Leaved Lime, Littleleaf linden",Tilia cordata,M,SN
6213,Silver Lime,Tilia tomentosa,DM,SN
6214,Suren,Toona sureni,M,N
6215,"Spiderwort, Virginia spiderwort",Tradescantia virginiana,DM,SN
6216,Salsify,Tragopogon porrifolius,M,N
6217,Snake Gourd,Trichosanthes cucumerina anguina,M,N
6218,Suckling Clover,Trifolium dubium,M,N
6219,"Springbank Clover, Cows clover",Trifolium fimbriatum,M,N
6220,"Sour Clover, Bull clover",Trifolium fucatum,M,N
6221,Smallhead Clover,Trifolium microcephalum,M,N
6222,Subterranean Clover,Trifolium subterraneum,M,N
6223,Sea Arrow Grass,Triglochin maritima,WeWa,N
6224,"Sweet Trefoil, Blue fenugreek",Trigonella caerulea,M,N
6225,Sweet Fenugreek,Trigonella suavissima,M,N
6226,"Sesame Grass, Eastern gamagrass, Fakahatchee Grass",Tripsacum dactyloides,M,N
6227,Spike Trisetum,Trisetum spicatum,M,N
6228,Spelt Wheat,Triticum aestivum spelta,M,N
6229,Shot Wheat,Triticum aestivum sphaerococcum,M,N
6230,"Sanduri, Timopheev's wheat",Triticum timopheevii,M,N
6231,Society Garlic,Tulbaghia alliacea,M,N
6232,Society Garlic,Tulbaghia violacea,M,N
6233,"Small Reed Mace, Narrowleaf cattail",Typha angustifolia,WeWa,N
6234,Southern Cattail,Typha domingensis,WeWa,N
6235,Transmontane Sand Verbena,Abronia turbinata,DM,N
6236,Trailing Abutilon,Abutilon x milleri,M,SN
6237,Tatarian Maple,Acer tataricum,M,SN
6238,Tall Wheatgrass,Agropyron elongatum,DM,N
6239,"Tung Tree, Tung Oil Tree, Wood Oil Tree China",Aleurites fordii,M,SN
6240,"Tree Onion, Walking Onion",Allium cepa proliferum,M,N
6241,Twistedleaf Garlic,Allium obliquum,DM,N
6242,Three-Cornered Leek,Allium triquetrum,M,FSN
6243,"Thunberg's Pigweed, Thunberg's amaranthus",Amaranthus thunbergii,M,N
6244,Torrey's amaranthus,Amaranthus torreyi,M,N
6245,Tall Thimbleweed,Anemone virginiana,M,FS
6246,Thyme-Leaf Sandwort,Arenaria serpyllifolia,DM,N
6247,Tian Nan Xing,Arisaema amurense,M,FSN
6248,Tian Nan Xing,Arisaema consanguineum,M,FSN
6249,Texas Dutchman's Pipe,Aristolochia reticulata,M,SN
6250,"Tarragon,  French Tarragon",Artemisia dracunculus,DM,SN
6251,Tartarian Aster,Aster tataricus,M,N
6252,"Tragacanth, Gum tragacanth milkvetch",Astragalus gummifer,D,N
6253,Tundra milkvetch,Astragalus umbellatus,D,N
6254,,Athamantha sicula,M,N
6255,Thickleaf Orach,Atriplex carnosa,DM,N
6256,Tatarian orache,Atriplex tatarica,DM,N
6257,Tawa,Beilschmiedia tawa,M,SN
6258,"Turkish Rocket, Turkish wartycabbage",Bunias orientalis,M,N
6259,"Tea-Oil Plant, Tea Oil Camellia",Camellia oleifera,M,SN
6260,To-tsubaki,Camellia reticulata,M,SN
6261,"Tussock Bellflower, Carpathian Bellflower, Carpathian Harebell",Campanula carpatica,M,SN
6262,Trailing Bellflower,Campanula poscharskyana,M,SN
6263,Tworank sedge,Carex disticha,MWe,SN
6264,Turnip-Rooted Chervil,Chaerophyllum bulbosum,M,SN
6265,Tagasaste. Tree lucerne.,Chamaecytisus proliferus,DM,N
6266,Thorny Bamboo,Chimonobambusa pachystachys,M,SN
6267,Tsukushi-Azami,Cirsium suffultum,M,N
6268,Tuberous Spring Beauty,Claytonia tuberosa,M,N
6269,"Traveller's Joy, Evergreen clematis",Clematis vitalba,M,SN
6270,"Tickweed, Asian spiderflower",Cleome viscosa,DM,N
6271,"Tickseed, Lobed tickseed,Mouse-eared Coreopsis, Eared Coreopsis",Coreopsis auriculata,DM,N
6272,Tartarian Dogwood,Cornus alba,Mwe,SN
6273,,Cornus iberica,M,SN
6274,Three-Leaf Corydalis,Corydalis ternata,M,SN
6275,"Turkish Hazel, Chinese hazelnut, Turkish Filbert, Turkish  Hazel",Corylus colurna,M,SN
6276,"Tibetan Cotoneaster, Cotoneaster",Cotoneaster conspicuus,DM,SN
6277,Tejocote,Crataegus baroussana,MWe,SN
6278,"Tarweed, Blue waxweed",Cuphea viscosissima,M,SN
6279,Trailing Bellflower,Cyananthus lobatus,M,SN
6280,Tree Fern,Cyathea dealbata,MWe,FS
6281,"Tiger Nut, Yellow nutsedge, Nut Grass",Cyperus esculentus,MWe,N
6282,Texas sotol,Dasylirion texanum,M,SN
6283,Taique,Desfontainia spinosa,M,S
6284,"Tree Fern, Australian treefern",Dicksonia antarctica,M,S
6285,Tufted lovegrass,Eragrostis caroliniana,DM,N
6286,"Trout Lily, Dogtooth violet",Erythronium americanum,M,S
6287,"Tuolumne Fawn Lily, Dog's Tooth Violet, Pagoda Lily",Erythronium tuolumnense,M,S
6288,"Tallow Wood, Australian tallowwood",Eucalyptus microcorys,DMWe,N
6289,,Euodia daniellii,M,SN
6290,,Euodia fraxinifolia,M,SN
6291,Texas White Ash,Fraxinus texensis,DM,SN
6292,Threepetal Bedstraw,Galium tinctorium,M,SN
6293,Tien Ma,Gastrodia elata,M,FS
6294,Thunberg's geranium,Geranium thunbergii,M,N
6295,Tournefort's gundelia,Gundelia tournefortii,M,N
6296,Tibetan Sea Buckthorn,Hippophae tibetana,DMWe,N
6297,"Tea of heaven, Ama-tsja,",Hydrangea serrata thunbergii,M,SN
6298,"Tutsan, Sweet-amber, St. Johnswort",Hypericum androsaemum,DM,SN
6299,Tarajo,Ilex latifolia,M,SN
6300,Touch-Me-Not,Impatiens noli-tangere,M,SN
6301,"Temple Juniper, Needle Juniper",Juniperus rigida,DM,N
6302,Tree Mallow,Lavatera arborea,DM,N
6303,Tree Lavatera,Lavatera species,DM,N
6304,"Tea Tree, Broom teatree, Manuka, New Zealand  Tea Tree",Leptospermum scoparium,DM,N
6305,"Turk's Cap Lily, Martagon lily",Lilium martagon,M,SN
6306,"Twinflower,  Longtube twinflower",Linnaea borealis,M,FS
6307,"Tulip Tree, Tulip Poplar, Yellow Poplar, Canary Whitewood",Liriodendron tulipifera,M,N
6308,"Twinberry, Twinberry honeysuckle",Lonicera involucrata,M,N
6309,"Trumpet Honeysuckle, Coral Honeysuckle",Lonicera sempervirens,DM,N
6310,"Tree Lupin,  Yellow bush lupine",Lupinus arboreus,DM,N
6311,"Texas Mahonia, Texas barberry",Mahonia swaseyi,DM,N
6312,Toringo crab,Malus toringo,M,SN
6313,Tea Tree,Melaleuca hypericifolia,M,SN
6314,"Tall bluebells, Alaska tall bluebells, Northern bluebells, Eastwood's bluebells",Mertensia paniculata,MWe,SN
6315,Texas Mulberry,Morus microphylla,M,SN
6316,Turkey Bush,Myoporum deserti,DM,N
6317,"Tobacco, Jasmine tobacco, Nicotiana, Jasmine Tobacco, Ornamental Tobacco, Flowering  Tobacco",Nicotiana alata,M,N
6318,Tree Tobacco,Nicotiana glauca,M,N
6319,"Tobacco, Cultivated tobacco",Nicotiana tabacum,M,N
6320,"Tuberous Water Lily, American white waterlily",Nymphaea tuberosa,Wa,N
6321,Twist-Spine Prickly Pear,Opuntia macrorhiza,D,N
6322,,Pachyphragma macrophylla,DM,FS
6323,"Tree Peony, Dian mu dan",Paeonia delavayi,M,SN
6324,"Tree Peony, Dian mu dan",Paeonia lutea,M,SN
6325,Tree Peony,Paeonia ostii,M,SN
6326,Tree Peony,Paeonia potaninii,M,SN
6327,Tree Peony,Paeonia szechuanica,M,SN
6328,"Vietnamese coriander, Asian mint",Persicaria odorata,MWe,SN
6329,Timothy,Phleum pratense,M,SN
6330,Tuberous Jerusalem sage,Phlomis tuberosa,DM,N
6331,"Tanekaha, Celery pine",Phyllocladus trichomanoides,M,SN
6332,Twisted Leaf Pine,Pinus teocote,DM,N
6333,"Terebinth, Cyprus turpentine",Pistacia terebinthus,DM,N
6334,Tarata,Pittosporum eugenioides,DM,SN
6335,"Tobira, Japanese cheesewood, Australian Laurel, Mock  Orange, Japanese Pittosporum",Pittosporum tobira,DM,SN
6336,Tasmanian Podocarp,Podocarpus alpinus,M,SN
6337,Tuberose,Polianthes tuberosa,M,N
6338,"Tormentil, Erect cinquefoil",Potentilla erecta,M,SN
6339,Taiwan Cherry,Prunus campanulata,M,SN
6340,Tokyo Cherry,Prunus x yedoensis,M,SN
6341,Tropical Kudzu,Pueraria phaseoloides,M,N
6342,Tropical kudzu,Pueraria pseudohirsuta,M,N
6343,Tartarian Rhubarb,Rheum tataricum,DM,SN
6344,"Western Poison Oak, Pacific poison oak",Rhus diversiloba,M,N
6345,Wax Tree,Rhus succedanea,M,N
